Epithet;Date of registration;Genus;Originator Name;Registrant Name;Pollen;Seed;Synonym Flag
Wössner Farbspiel;01/12/1994;Paphiopedilum;F.Glanz;F.Glanz;Holdenii;Vintage Harvest;This is not a synonym
Wössner Favourite;29/03/2005;Paphiopedilum;F.Glanz;F.Glanz;hangianum;godefroyae;This is not a synonym
Wössner Feuerglut;05/02/1998;Paphiopedilum;F.Glanz;F.Glanz;Knock Knock;Wössner Flamme;This is not a synonym
Wössner Firedance;05/02/1998;Paphiopedilum;F.Glanz;F.Glanz;Magic Gem;Vert;This is not a synonym
Wössner Firemagic;02/11/2000;Paphiopedilum;F.Glanz;F.Glanz;Pacific Magic;charlesworthii;This is not a synonym
Wössner Flamme;09/04/1992;Paphiopedilum;F.Glanz;F.Glanz;Garnet Flame;Kerchoveanum;This is not a synonym
Wössner Gemihang;13/07/2006;Paphiopedilum;F.Glanz;F.Glanz;hangianum;Gemini;This is not a synonym
Wössner Giant;11/10/2004;Paphiopedilum;F.Glanz;F.Glanz;hangianum;Conco-bellatulum;This is not a synonym
Wössner Glaucorand;11/07/2000;Paphiopedilum;F.Glanz;F.Glanz;randsii;glaucophyllum;This is not a synonym
Wössner Glut;24/07/1997;Paphiopedilum;F.Glanz;F.Glanz;Wössner Flamme;Docteur Knock;This is not a synonym
Wössner Godeem;30/08/1995;Paphiopedilum;F.Glanz;F.Glanz;emersonii;godefroyae;This is not a synonym
Wössner Godesang;30/12/1998;Paphiopedilum;F.Glanz;F.Glanz;sangii;godefroyae;This is not a synonym
Wössner Goldarmi;30/03/2008;Paphiopedilum;F.Glanz;F.Glanz;anitum;armeniacum;This is not a synonym
Wössner Goldball;10/03/1995;Paphiopedilum;F.Glanz;F.Glanz;emersonii;Pinocchio;This is not a synonym
Wössner Goldegg;18/08/1998;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;Pine Glow;This is not a synonym
Wössner Goldendollar;08/11/2011;Paphiopedilum;F.Glanz;O.Gruss;Golddollar;helenae;This is not a synonym
Wössner Goldmarie;08/06/1995;Paphiopedilum;F.Glanz;F.Glanz;victoria-mariae;armeniacum;This is not a synonym
Wössner Goldner Herbst;08/11/2011;Paphiopedilum;F.Glanz;O.Gruss;Golddollar;armeniacum;This is not a synonym
Wössner Goldsuk;08/09/1999;Paphiopedilum;F.Glanz;F.Glanz;helenae;sukhakulii;This is not a synonym
Wössner Green Wing;02/02/1995;Paphiopedilum;F.Glanz;F.Glanz;Menthe Poivree;Maudiae;This is not a synonym
Wössner Greyimic;30/12/1998;Paphiopedilum;F.Glanz;F.Glanz;micranthum;Greyi;This is not a synonym
Wössner Grünfink;29/06/1993;Paphiopedilum;F.Glanz;F.Glanz;malipoense;Wössner Grünstar;This is not a synonym
Wössner Grünspecht;12/01/2004;Paphiopedilum;F.Glanz;F.Glanz;jackii;victoria-regina;This is not a synonym
Wössner Grünstar;29/06/1993;Paphiopedilum;O/U;F.Glanz;Harry Stage;sukhakulii;This is not a synonym
Wössner Hayrand;12/06/2002;Paphiopedilum;F.Glanz;F.Glanz;randsii;haynaldianum;This is not a synonym
Wössner Helene;02/11/2000;Paphiopedilum;F.Glanz;F.Glanz;helenae;charlesworthii;This is not a synonym
Wössner Henry;06/08/1998;Paphiopedilum;F.Glanz;F.Glanz;henryanum;Vert;This is not a synonym
Wössner Henrycolor;10/11/1997;Paphiopedilum;F.Glanz;F.Glanz;henryanum;concolor;This is not a synonym
Wössner Hermelin;06/03/2012;Paphiopedilum;F.Glanz;O.Gruss;Stone Lovely;Huddle;This is not a synonym
Wössner Hokuspokus;11/08/1997;Paphiopedilum;F.Glanz;F.Glanz;Kevin's Wine;Transvaal;This is not a synonym
Wössner Jade;01/10/1991;Paphiopedilum;F.Glanz;F.Glanz;malipoense;niveum;This is not a synonym
Wössner Jaguar;26/11/1999;Paphiopedilum;F.Glanz;F.Glanz;World Venture;Wössner Spotter;This is not a synonym
Wössner Jularmi;03/12/2003;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;Julius;This is not a synonym
Wössner Knock Knock;09/02/1999;Paphiopedilum;F.Glanz;F.Glanz;Knock Knock;Shirley Amundson;This is not a synonym
Wössner Kolarmi;26/08/1997;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;kolopakingii;This is not a synonym
Wössner Kolo-White;23/07/1999;Paphiopedilum;F.Glanz;F.Glanz;kolopakingii;Armeni White;This is not a synonym
Wössner Kolobarb;15/02/2000;Paphiopedilum;F.Glanz;F.Glanz;barbatum;kolopakingii;This is not a synonym
Wössner Kolodru;05/02/2007;Paphiopedilum;F.Glanz;F.Glanz;druryi;kolopakingii;This is not a synonym
Wössner Kologod;26/11/1999;Paphiopedilum;F.Glanz;F.Glanz;godefroyae;kolopakingii;This is not a synonym
Wössner Kolohennis;16/08/1999;Paphiopedilum;F.Glanz;F.Glanz;hennisianum;kolopakingii;This is not a synonym
Wössner Kolohenry;23/11/2006;Paphiopedilum;F.Glanz;F.Glanz;henryanum;kolopakingii;This is not a synonym
Wössner Koloknock;26/11/1999;Paphiopedilum;F.Glanz;F.Glanz;kolopakingii;Docteur Knock;This is not a synonym
Wössner Kololaw;16/08/1999;Paphiopedilum;F.Glanz;F.Glanz;lawrenceanum;kolopakingii;This is not a synonym
Wössner Kolomic;06/08/1996;Paphiopedilum;F.Glanz;F.Glanz;micranthum;kolopakingii;This is not a synonym
Wössner Koloniv;07/01/1999;Paphiopedilum;F.Glanz;F.Glanz;niveum;kolopakingii;This is not a synonym
Wössner Kolorand;13/07/2006;Paphiopedilum;F.Glanz;F.Glanz;randsii;kolopakingii;This is not a synonym
Wössner Kolosuk;24/07/1997;Paphiopedilum;F.Glanz;F.Glanz;sukhakulii;kolopakingii;This is not a synonym
Wössner Komet;23/11/2006;Paphiopedilum;F.Glanz;F.Glanz;adductum;Mercatelii;This is not a synonym
Wössner Lawrerand;15/11/2012;Paphiopedilum;F.Glanz;O.Gruss;lawrenceanum;randsii;This is not a synonym
Wössner Lebaudysand;28/08/2012;Paphiopedilum;F.Glanz;O.Gruss;sanderianum;Lebaudyanum;This is not a synonym
Wössner Leguan;10/03/1995;Paphiopedilum;F.Glanz;F.Glanz;Anja;Annette;This is not a synonym
Wössner Leopard;10/03/1995;Paphiopedilum;F.Glanz;F.Glanz;Monte Tamaro;World Venture;This is not a synonym
Wössner Libelle;23/11/2006;Paphiopedilum;F.Glanz;F.Glanz;hirsutissimum;kolopakingii;This is not a synonym
Wössner Liemipar;19/11/1997;Paphiopedilum;F.Glanz;F.Glanz;parishii;liemianum;This is not a synonym
Wössner Magic;31/01/1997;Paphiopedilum;F.Glanz;F.Glanz;Pacific Magic;delenatii;This is not a synonym
Wössner Magic Sander;24/08/2009;Paphiopedilum;F.Glanz;F.Glanz;sanderianum;Magic Gem;This is not a synonym
Wössner Magic Twist;06/08/2008;Paphiopedilum;F.Glanz;F.Glanz;sanderianum;Houghtoniae;This is not a synonym
Wössner Makulimal;22/01/1998;Paphiopedilum;F.Glanz;F.Glanz;malipoense;Makuli;This is not a synonym
Wössner Malictoria;01/12/1994;Paphiopedilum;F.Glanz;F.Glanz;victoria-regina;malipoense;This is not a synonym
Wössner Malidru;21/12/2012;Paphiopedilum;F.Glanz;O.Gruss;druryi;malipoense;This is not a synonym
Wössner Malihay;02/08/1996;Paphiopedilum;F.Glanz;F.Glanz;malipoense;haynaldianum;This is not a synonym
Wössner Mariasand;02/02/1995;Paphiopedilum;F.Glanz;F.Glanz;sanderianum;victoria-mariae;This is not a synonym
Wössner Masterbarbi;06/03/2012;Paphiopedilum;F.Glanz;O.Gruss;barbigerum;mastersianum;This is not a synonym
Wössner Masterhang;13/07/2006;Paphiopedilum;F.Glanz;F.Glanz;hangianum;mastersianum;This is not a synonym
Wössner Maudiknock;29/11/2012;Paphiopedilum;F.Glanz;O.Gruss;Knock Knock;Maudiae;This is not a synonym
Wössner Michaelbell;19/03/2013;Paphiopedilum;F.Glanz;O.Gruss;bellatulum;Michael Koopowitz;This is not a synonym
Wössner Mini Goldi;11/10/2004;Paphiopedilum;F.Glanz;F.Glanz;helenae;primulinum;This is not a synonym
Wössner Minibraun;03/12/2003;Paphiopedilum;F.Glanz;F.Glanz;x herrmannii;schoseri;This is not a synonym
Wössner Minigold;27/10/2003;Paphiopedilum;F.Glanz;F.Glanz;helenae;armeniacum;This is not a synonym
Wössner Minikuli;18/08/2008;Paphiopedilum;F.Glanz;F.Glanz;x herrmannii;sukhakulii;This is not a synonym
Wössner Ministar;28/08/2001;Paphiopedilum;F.Glanz;F.Glanz;helenae;henryanum;This is not a synonym
Wössner Mint;23/09/1997;Paphiopedilum;F.Glanz;F.Glanz;concolor;Yerba Buena;This is not a synonym
Wössner Norihang;19/11/2010;Paphiopedilum;F.Glanz;F.Glanz;hangianum;Norito Hasegawa;This is not a synonym
Wössner Orchihill;29/01/1992;Paphiopedilum;F.Glanz;F.Glanz;Amandahill;Orchilla;This is not a synonym
Wössner Paleface;30/08/2007;Paphiopedilum;F.Glanz;F.Glanz;hangianum;Pinocchio;This is not a synonym
Wössner Panther;12/01/2004;Paphiopedilum;F.Glanz;F.Glanz;Winston Churchill;Wössner Leopard;This is not a synonym
Wössner Perle;22/08/1991;Paphiopedilum;F.Glanz;F.Glanz;micranthum;niveum;This is not a synonym
Wössner Philimal;04/08/1995;Paphiopedilum;F.Glanz;F.Glanz;malipoense;philippinense;This is not a synonym
Wössner Pink Panther;09/10/1998;Paphiopedilum;F.Glanz;F.Glanz;delenatii;Colorkulii;This is not a synonym
Wössner Pink Wings;27/02/1998;Paphiopedilum;F.Glanz;F.Glanz;Knock Knock;Juno;This is not a synonym
Wössner Pinkjack;04/11/2002;Paphiopedilum;F.Glanz;F.Glanz;jackii;delenatii;This is not a synonym
Wössner Pinkmic;26/11/1999;Paphiopedilum;F.Glanz;F.Glanz;micranthum;Hopkinsianum;This is not a synonym
Wössner Pinky;29/03/2005;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;Vanguard;This is not a synonym
Wössner Primrand;11/07/2000;Paphiopedilum;F.Glanz;F.Glanz;randsii;primulinum;This is not a synonym
Wössner Red Glow;16/08/1999;Paphiopedilum;F.Glanz;F.Glanz;Wössner Flamme;Pine Glow;This is not a synonym
Wössner Red Wine;30/01/1995;Paphiopedilum;F.Glanz;F.Glanz;Velvet Easter;Winston Churchill;This is not a synonym
Wössner Rotbart;28/10/1996;Paphiopedilum;F.Glanz;F.Glanz;Holdenii;parishii;This is not a synonym
Wössner Rotfuchs;08/09/1999;Paphiopedilum;F.Glanz;F.Glanz;sanderianum;Vert;This is not a synonym
Wössner Rothnight;17/08/2012;Paphiopedilum;F.Glanz;O.Gruss;rothschildianum;Nightwing;This is not a synonym
Wössner Rothperle;21/06/1994;Paphiopedilum;F.Glanz;F.Glanz;rothschildianum;Deperle;This is not a synonym
Wössner Rotkäppchen;30/08/2002;Paphiopedilum;F.Glanz;F.Glanz;rothschildianum;Achentaler Schwarz;This is not a synonym
Wössner Rotpunkt;06/09/1999;Paphiopedilum;F.Glanz;F.Glanz;Wössner Flamme;henryanum;This is not a synonym
Wössner Sander's Love;13/07/2006;Paphiopedilum;F.Glanz;F.Glanz;sanderianum;Mercatelii;This is not a synonym
Wössner Schneeball;22/01/1998;Paphiopedilum;F.Glanz;F.Glanz;emersonii;Hellas;This is not a synonym
Wössner Schneevogel;05/02/2012;Paphiopedilum;F.Glanz;O.Gruss;Silver Knight;Emerald Dream;This is not a synonym
Wössner Snowstar;30/08/2002;Paphiopedilum;F.Glanz;F.Glanz;godefroyae;Wössner Armeniperle;This is not a synonym
Wössner Sphinx;30/08/2007;Paphiopedilum;F.Glanz;F.Glanz;sanderianum;Julius;This is not a synonym
Wössner Spiderman;29/03/2005;Paphiopedilum;F.Glanz;F.Glanz;kolopakingii;Michael Koopowitz;This is not a synonym
Wössner Spotter;25/06/1991;Paphiopedilum;F.Glanz;F.Glanz;World Venture;Spotter;This is not a synonym
Wössner Sprinter;10/11/1997;Paphiopedilum;F.Glanz;F.Glanz;Conco-bellatulum;Franz Glanz;This is not a synonym
Wössner Stonarmi;21/06/1993;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;stonei;This is not a synonym
Wössner Stonesup;15/02/2000;Paphiopedilum;F.Glanz;F.Glanz;supardii;stonei;This is not a synonym
Wössner Super Swithin;05/10/1995;Paphiopedilum;F.Glanz;F.Glanz;Saint Swithin;Greyi;This is not a synonym
Wössner Supsuk;29/01/1992;Paphiopedilum;F.Glanz;F.Glanz;sukhakulii;supardii;This is not a synonym
Wössner Surprise;29/03/1994;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;Achentaler Schwarz;This is not a synonym
Wössner Susanitum;06/03/2012;Paphiopedilum;F.Glanz;O.Gruss;anitum;Susan Booth;This is not a synonym
Wössner Teacup;02/12/2011;Paphiopedilum;F.Glanz;O.Gruss;Goldener Herbst;Wössner Leguan;This is not a synonym
Wössner Tiger;31/03/1995;Paphiopedilum;F.Glanz;F.Glanz;tigrinum;Gloriosum (1916);This is not a synonym
Wössner Tigerbell;14/06/1995;Paphiopedilum;F.Glanz;F.Glanz;tigrinum;bellatulum;This is not a synonym
Wössner Tigerday;16/08/1999;Paphiopedilum;F.Glanz;F.Glanz;dayanum;tigrinum;This is not a synonym
Wössner Tigerhenry;29/09/1998;Paphiopedilum;F.Glanz;F.Glanz;henryanum;tigrinum;This is not a synonym
Wössner Tigerkuli;14/10/1996;Paphiopedilum;F.Glanz;F.Glanz;tigrinum;sukhakulii;This is not a synonym
Wössner Tigerprim;06/05/1998;Paphiopedilum;F.Glanz;F.Glanz;primulinum;tigrinum;This is not a synonym
Wössner Transmak;28/09/1993;Paphiopedilum;F.Glanz;F.Glanz;Makuli;Transvaal;This is not a synonym
Wössner Twist;10/09/2001;Paphiopedilum;F.Glanz;F.Glanz;wilhelminiae;haynaldianum;This is not a synonym
Wössner Überraschung;26/08/1997;Paphiopedilum;F.Glanz;F.Glanz;adductum;Transvaal;This is not a synonym
Wössner Vietnam Beauty;06/05/2003;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;bellatulum;This is not a synonym
Wössner Vietnam Bell;01/03/2004;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;Conco-bellatulum;This is not a synonym
Wössner Vietnam Gold;12/01/2004;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;armeniacum;This is not a synonym
Wössner Vietnam Love;04/11/2003;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;micranthum;This is not a synonym
Wössner Vietnam Moon;11/10/2004;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;emersonii;This is not a synonym
Wössner Vietnam Star;21/03/2005;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;rothschildianum;This is not a synonym
Wössner Vietnam Wings;22/04/2005;Paphiopedilum;F.Glanz;F.Glanz;vietnamense;moquetteanum;This is not a synonym
Wössner Vollmond;13/06/1991;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;niveum;This is not a synonym
Wössner White Cup;19/11/1997;Paphiopedilum;F.Glanz;F.Glanz;Yerba Buena;Gloriosum (1916);This is not a synonym
Wössner White Snow;19/12/2012;Paphiopedilum;F.Glanz;O.Gruss;hangianum;In-Charm White;This is not a synonym
Wössner Winston Magic;06/03/2012;Paphiopedilum;F.Glanz;O.Gruss;Magic Gem;Winston Churchill;This is not a synonym
Wössner Winstonknock;29/11/2012;Paphiopedilum;F.Glanz;O.Gruss;Knock Knock;Winston Churchill;This is not a synonym
Wössner Wolke;30/03/2008;Paphiopedilum;F.Glanz;F.Glanz;hangianum;emersonii;This is not a synonym
Wössner Yellow;12/05/1992;Paphiopedilum;F.Glanz;F.Glanz;armeniacum;Doctor Jack;This is not a synonym
Wössner Yerba Gold;29/01/1992;Paphiopedilum;F.Glanz;F.Glanz;Carat Gold;Yerba Buena;This is not a synonym
Wössner Zwerg;11/08/2000;Paphiopedilum;F.Glanz;F.Glanz;helenae;barbigerum;This is not a synonym
Wotan;01/01/1932;Paphiopedilum;Alexander;Alexander;Pixie;James Obrien;This is not a synonym
Wottonii;01/01/1896;Paphiopedilum;R.I.Measures;R.I.Measures;callosum;bellatulum;This is not a synonym
Wow Maude Wow;30/06/2004;Paphiopedilum;Arnold J.Klehm;Arnold J.Klehm;Red Maude;Mod Maude;This is not a synonym
Wrightiae;01/01/1902;Paphiopedilum;A.Sutton;A.Sutton;Lathamianum;chamberlainianum;This is  a synonym
Wrigleyi;01/01/1902;Paphiopedilum;Wrigley;Wrigley;villosum;charlesworthii;This is not a synonym
Wroxham;01/01/1949;Paphiopedilum;S.Low;S.Low;Morea;Balaclava;This is not a synonym
wuliangshanicum;;Paphiopedilum;;;stenolomum;gratrixianum;This is not a synonym
Wunder Sunshine;25/03/2002;Paphiopedilum;S.Ichijo;S.Miyake;Lippewunder;Winter Sunshine;This is not a synonym
Wuthering Heights;01/01/1988;Paphiopedilum;J.Hanes;J.Hanes;Holdenii;Procrustes;This is not a synonym
Wyandot;01/01/1977;Paphiopedilum;W.W.Wilson;W.W.Wilson;Malibu;F. C. Puddle;This is not a synonym
Wye;01/01/1928;Paphiopedilum;S.Low;S.Low;Pilatus;Aisne;This is not a synonym
Wyke;01/01/1952;Paphiopedilum;D.;D.;Thebian;Albion;This is not a synonym
Wykehurst;01/01/1949;Paphiopedilum;S.Low;S.Low;Warrior;Nesatyr;This is not a synonym
Wylam;01/01/1937;Paphiopedilum;C.Cookson;C.Cookson;The Duchess;Gold Mohur;This is not a synonym
Wyndham;01/01/1951;Paphiopedilum;S.Low;S.Low;Gold Mohur;Spring Verdure;This is not a synonym
Wyndhurstiense;01/01/1901;Paphiopedilum;J.Loveless;J.Loveless;Euryale;charlesworthii;This is not a synonym
Wyneberry;01/01/1967;Paphiopedilum;Ratcliffe;Ratcliffe;Cholsey;Tapestry;This is not a synonym
Wynnetta;01/01/1974;Paphiopedilum;Ratcliffe;Ratcliffe;Chianti;F. C. Puddle;This is not a synonym
Wynnewood;16/08/2004;Paphiopedilum;W.W.Wilson;Marriott Orchids;Santee;Erie;This is not a synonym
Wynoochee River;01/01/1980;Paphiopedilum;Beall;Beall;Brownly;Harbur;This is not a synonym
Wyoming Sunset;01/01/1977;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Redvale;Milmoore;This is not a synonym
Wyomissing;01/01/1979;Paphiopedilum;W.W.Wilson;W.W.Wilson;Aylesbury;Mildred Hunter;This is not a synonym
Wyruna Vietnam Magic;03/11/2008;Paphiopedilum;Sun Moon Orch.;Nethery;vietnamense;Magic Lantern;This is not a synonym
x affine;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;appletonianum;gratrixianum;This is not a synonym
x areeanum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;villosum;barbigerum;This is  a synonym
x aspersum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;barbigerum {var} lockianum;henryanum;This is not a synonym
x burbidgei;;Paphiopedilum;;;virens;dayanum;This is not a synonym
x cribbii;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;villosum;appletonianum;This is not a synonym
x dalatense;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;villosum;callosum;This is not a synonym
x expansum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;philippinense;hennisianum;This is not a synonym
x fanaticum;;Paphiopedilum;;;micranthum;malipoense;This is not a synonym
x frankeanum;;Paphiopedilum;;;tonsum;superbiens;This is not a synonym
x glanzii;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;micranthum;emersonii;This is not a synonym
x grussianum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;hirsutissimum;dianthum;This is not a synonym
x herrmannii;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;hirsutissimum;helenae;This is not a synonym
x huangrongshuanum;;Paphiopedilum;;;gratrixianum;dianthum;This is not a synonym
x kimballianum;;Paphiopedilum;;;rothschildianum;dayanum;This is not a synonym
x leeanum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;spicerianum;insigne;This is not a synonym
x littleanum;;Paphiopedilum;;;lawrenceanum;dayanum;This is not a synonym
x lushuiense;;Paphiopedilum;;;villosum;spicerianum;This is not a synonym
x mattesii;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;barbatum;bullenianum;This is not a synonym
x mindanaense;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;superbiens;anitum;This is not a synonym
x mohrianum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;javanicum;bullenianum;This is not a synonym
x nitens;;Paphiopedilum;;;villosum;insigne;This is  a synonym
x pereirae;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;exul;niveum;This is not a synonym
x petchleungianum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;villosum;dianthum;This is not a synonym
x powellii;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;exul;callosum;This is not a synonym
x pradhanii;;Paphiopedilum;;;fairrieanum;venustum;This is not a synonym
x sanjiangianum;;Paphiopedilum;;;coccineum;dianthum;This is not a synonym
x shipwayae;;Paphiopedilum;;;hookerae;dayanum;This is not a synonym
x siamense;;Paphiopedilum;;;callosum;appletonianum;This is not a synonym
x sinovillosum;;Paphiopedilum;;;villosum;henryanum;This is not a synonym
x spicero-venustum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;venustum;spicerianum;This is not a synonym
x undulatum;;Paphiopedilum;;;areeanum;spicerianum;This is not a synonym
x venusto-insigne;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;venustum;insigne;This is not a synonym
x vietenryanum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;henryanum;gratrixianum;This is not a synonym
x wellesleyanum;;Paphiopedilum;;;godefroyae;concolor;This is not a synonym
x yappianum;;Paphiopedilum;This is a natural hybrid;This is a natural hybrid;glanduliferum;glaucophyllum;This is  a synonym
x yingjiangense;;Paphiopedilum;;;wardii;villosum;This is not a synonym
x yunnanicum;;Paphiopedilum;;;villosum;appletonianum;This is not a synonym
Xanadu;01/01/1976;Paphiopedilum;John E.Wilson;Stewart Inc.;Thor de Burc;Hellas;This is not a synonym
Xanana;26/07/2004;Paphiopedilum;Papa Aroha;Papa Aroha;Xanadu;Salamander;This is not a synonym
Xanero;31/05/2011;Paphiopedilum;B.Fraser;Woodstream;Ranchero;Xanana;This is not a synonym
Xanthinum;01/01/1907;Paphiopedilum;Tracy;Tracy;Leeanum;insigne;This is  a synonym
Xanthophyllum;01/01/1893;Paphiopedilum;R.H.Measures;R.H.Measures;mastersianum;hookerae;This is not a synonym
Xantippe;01/01/1936;Paphiopedilum;Armstrong/Brown;Armstrong/Brown;Sir Trevor;Gwen Hannen;This is not a synonym
Xavier;01/01/1973;Paphiopedilum;Stewart Inc.;Stewart Inc.;Oxus;Langley Pride;This is not a synonym
Xclnt;01/11/1972;Paphiopedilum;Rod McLellan Co.;Rod McLellan Co.;Matcheck;Redezelle;This is not a synonym
